taxels_left_up,taxels_left_down,taxels_right_up,taxels_right_down,taxels_up_left,taxels_up_right,taxels_down_left,taxels_down_right,taxels_left_pressure,taxels_right_pressure,taxels_up_pressure,taxels_down_pressure
13581,14638,14045,15332,13560,16339,10237,54291,53302,11780,59272,46958
13555,14651,14031,15304,13545,16328,10251,54228,53301,11777,59218,46963
13564,14603,14020,15257,13564,16383,10226,54186,53274,11728,59217,46929
13524,14600,14000,15285,13546,16369,10240,54214,53235,11723,59232,46898
13554,14609,13979,15288,13556,16402,10186,54179,53247,11726,59307,46803
13553,14616,13983,15286,13545,16350,10213,54156,53249,11716,59168,46857
13604,14628,14013,15309,13567,16346,10237,54216,53354,11727,59267,46926
13566,14609,14012,15304,13537,16367,10183,54219,53261,11706,59215,46842
13603,14652,13991,15279,13542,16406,10214,54179,53394,11700,59322,46867
13573,14618,14001,15276,13551,16382,10199,54177,53286,11690,59260,46830
13558,14608,14003,15279,13570,16349,10189,54238,53258,11702,59266,46822
13575,14629,13992,15324,13540,16363,10204,54236,53292,11708,59269,46870
13571,14639,13998,15309,13559,16351,10172,54177,53292,11702,59295,46791
13568,14640,14021,15265,13537,16379,10192,54195,53299,11702,59236,46828
13576,14600,14031,15314,13550,16377,10231,54251,53298,11691,59266,46874
13546,14606,14022,15278,13547,16350,10181,54166,53202,11676,59200,46780
13574,14580,14050,15268,13548,16370,10184,54225,53217,11675,59233,46754
13546,14626,14028,15311,13534,16350,10190,54214,53242,11682,59219,46783
13563,14628,14046,15271,13546,16304,10242,54215,53295,11727,59149,46927
13547,14577,14058,15250,13558,16371,10174,54197,53204,11664,59209,46749
13574,14643,14057,15306,13554,16363,10176,54289,53271,11705,59287,46804
13561,14645,14036,15323,13562,16423,10173,54236,53317,11700,59328,46835
13552,14605,14055,15332,13559,16365,10194,54294,53247,11687,59253,46822
13562,14640,14064,15290,13547,16389,10216,54260,53259,11679,59234,46856
13566,14611,14033,15316,13540,16403,10205,54226,53295,11688,59257,46846
13556,14619,14043,15298,13536,16366,10197,54216,53290,11718,59194,46859
13557,14628,14019,15267,13557,16367,10208,54208,53291,11684,59235,46823
13595,14612,14053,15278,13552,16395,10167,54241,53282,11688,59305,46773
13611,14639,14037,15294,13554,16418,10201,54279,53327,11705,59402,46865
13561,14581,14011,15305,13532,16351,10222,54186,53226,11694,59233,46880
13565,14639,14010,15295,13557,16382,10174,54188,53291,11690,59304,46797
13582,14613,14043,15291,13563,16349,10181,54210,53293,11701,59250,46811
13569,14646,14015,15290,13551,16397,10184,54237,53312,11687,59314,46808
13564,14607,13983,15284,13560,16357,10206,54132,53241,11679,59220,46817
13559,14604,13993,15258,13537,16381,10218,54121,53296,11705,59245,46851
13600,14594,13966,15231,13540,16380,10179,54103,53275,11691,59245,46750
13575,14625,13949,15249,13559,16343,10203,54111,53294,11692,59244,46791
13590,14626,13953,15293,13552,16384,10203,54141,53311,11697,59245,46837
13634,14639,13967,15322,13543,16366,10220,54190,53417,11705,59267,46934
13590,14645,13968,15295,13565,16396,10218,54198,53343,11699,59310,46844
13571,14617,13960,15260,13561,16392,10262,54184,53341,11705,59257,46911
13618,14649,13962,15325,13573,16376,10206,54215,53377,11705,59351,46879
13622,14656,13983,15325,13600,16395,10223,54288,53426,11704,59407,46919
13616,14692,13975,15307,13554,16418,10213,54215,53475,11728,59384,46919
13653,14691,13969,15314,13555,16367,10187,54207,53444,11724,59329,46888
13584,14655,13978,15283,13582,16346,10205,54207,53336,11713,59266,46861
13609,14666,13991,15298,13589,16399,10222,54239,53393,11705,59375,46885
13604,14657,13989,15274,13563,16376,10203,54205,53365,11716,59272,46893
13651,14646,13983,15277,13563,16399,10236,54231,53430,11717,59339,46948
13629,14656,13987,15274,13578,16413,10193,54209,53400,11743,59367,46902
13654,14703,13999,15334,13553,16409,10255,54263,53541,11749,59392,47049
13636,14675,14008,15308,13579,16373,10206,54272,53459,11762,59312,47010
13665,14675,13991,15318,13589,16461,10222,54364,53491,11792,59495,47060
13632,14668,14003,15348,13601,16442,10252,54409,53493,11847,59472,47163
13678,14684,13992,15366,13591,16453,10275,54494,53565,11896,59495,47291
13681,14690,13985,15333,13589,16445,10266,54471,53585,11872,59442,47223
13733,14704,13996,15346,13632,16478,10221,54482,53651,11863,59636,47179
13698,14680,13998,15339,13622,16413,10328,54503,53628,11919,59454,47401
13678,14701,14031,15379,13599,16463,10322,54617,53577,11919,59492,47434
13684,14673,14001,15370,13619,16408,10265,54504,53545,11892,59469,47291
13720,14702,14023,15380,13621,16504,10279,54618,53699,11932,59628,47394
13757,14688,13995,15399,13603,16463,10212,54586,53644,11929,59548,47325
13721,14728,14029,15365,13601,16485,10272,54587,53703,11947,59560,47408
13690,14685,14015,15375,13599,16473,10251,54579,53591,11921,59471,47358
13734,14683,14004,15398,13619,16501,10248,54606,53621,11960,59619,47390
13676,14660,14005,15387,13596,16500,10291,54623,53565,11967,59551,47427
13733,14755,14033,15394,13633,16454,10258,54627,53710,11979,59608,47415
13706,14711,14011,15410,13628,16459,10237,54626,53650,11929,59609,47330
13731,14705,14016,15372,13629,16511,10287,54568,53739,11998,59628,47466
13706,14656,14024,15366,13589,16511,10240,54609,53543,11971,59556,47355
13742,14704,13990,15398,13622,16486,10236,54597,53670,11963,59620,47400
13710,14682,14018,15367,13595,16484,10298,54608,53600,11964,59514,47442
13708,14696,14000,15396,13641,16455,10249,54636,53641,11984,59533,47419
13686,14678,14002,15394,13611,16462,10239,54573,53602,11973,59520,47364
13694,14707,14005,15379,13602,16489,10299,54629,53637,12000,59540,47443
13685,14690,13994,15380,13591,16470,10287,54589,53578,11961,59484,47407
13724,14666,14009,15386,13588,16477,10274,54619,53596,11946,59542,47391
13720,14678,13995,15389,13611,16481,10276,54597,53596,11931,59548,47381
13707,14714,13986,15403,13595,16454,10279,54602,53626,11933,59508,47373
13727,14712,13990,15410,13604,16474,10226,54625,53661,11964,59588,47370
13738,14744,13993,15402,13608,16485,10238,54634,53719,11954,59576,47402
13709,14701,14009,15406,13599,16479,10293,54643,53659,12012,59536,47489
13735,14674,14008,15378,13616,16505,10307,54612,53685,11975,59596,47453
13690,14712,13999,15394,13604,16480,10282,54605,53644,11985,59544,47428
13715,14710,13985,15402,13658,16467,10288,54644,53661,11959,59591,47419
13716,14736,14026,15396,13637,16505,10312,54650,53758,11964,59688,47431
13705,14704,14025,15378,13607,16456,10311,54575,53680,11930,59529,47441
13695,14683,14016,15342,13615,16427,10327,54554,53558,11883,59510,47330
13730,14662,14016,15367,13612,16484,10280,54571,53631,11939,59579,47374
13702,14712,13995,15399,13592,16443,10276,54524,53634,11903,59522,47326
13759,14706,14006,15348,13637,16501,10267,54500,53717,11875,59670,47264
13732,14692,14007,15372,13635,16468,10295,54522,53722,11851,59574,47326
13746,14721,14038,15394,13621,16473,10295,54552,53745,11883,59618,47341
13712,14685,13997,15343,13613,16453,10308,54450,53631,11856,59534,47245
13701,14705,14036,15358,13607,16463,10274,54543,53608,11858,59554,47227
13668,14682,14049,15329,13615,16439,10230,54418,53561,11785,59501,47099
13711,14657,14039,15326,13615,16491,10265,54439,53598,11769,59571,47090
13690,14665,13996,15341,13626,16460,10254,54406,53571,11791,59541,47104
13702,14689,14003,15311,13600,16431,10279,54337,53636,11795,59513,47087
13631,14675,13998,15342,13580,16430,10259,54330,53511,11773,59372,47068
13654,14640,13971,15321,13591,16436,10218,54274,53475,11793,59421,47028
13633,14666,13980,15336,13576,16440,10224,54297,53450,11765,59444,46969
13650,14648,13998,15296,13581,16385,10207,54247,53427,11749,59387,46929
13619,14641,13983,15265,13577,16426,10205,54213,53392,11729,59347,46852
13573,14629,13982,15311,13571,16390,10212,54242,53326,11734,59296,46919
13589,14617,13999,15292,13570,16396,10205,54212,53313,11727,59326,46883
13554,14606,13964,15306,13577,16407,10234,54229,53306,11742,59285,46946
13574,14593,13975,15297,13560,16430,10217,54201,53303,11727,59379,46870
13545,14647,13968,15268,13555,16429,10202,54192,53310,11725,59299,46838
13589,14638,13972,15243,13577,16381,10177,54109,53364,11709,59304,46772
13602,14630,13968,15281,13559,16377,10159,54168,53325,11718,59263,46839
13562,14588,13960,15266,13543,16350,10196,54118,53228,11720,59205,46831
13569,14624,13944,15275,13548,16364,10202,54128,53268,11734,59227,46861
13572,14603,13950,15318,13563,16372,10171,54185,53246,11694,59251,46821
13623,14665,13942,15258,13544,16378,10213,54087,53403,11692,59293,46824
13594,14681,13927,15302,13553,16355,10196,54109,53391,11671,59264,46798
13610,14624,13932,15251,13547,16376,10187,54066,53298,11683,59217,46796
13603,14606,13950,15260,13548,16349,10157,54114,53235,11694,59238,46776
13611,14580,13940,15279,13548,16367,10183,54153,53254,11699,59258,46803
13600,14638,13931,15268,13537,16341,10173,54080,53274,11695,59214,46783
13608,14624,13920,15226,13546,16367,10217,54029,53320,11692,59205,46819
13640,14662,13932,15293,13569,16356,10191,54122,53382,11689,59306,46851
13618,14679,13934,15260,13556,16374,10221,54113,53397,11704,59266,46858
13608,14618,13913,15263,13530,16326,10200,54055,53263,11703,59169,46802
13617,14623,13929,15235,13521,16352,10173,54038,53260,11676,59216,46733
13588,14647,13935,15301,13531,16358,10200,54110,53280,11684,59258,46810
13621,14626,13947,15312,13534,16371,10172,54164,53333,11688,59272,46801
13600,14641,13967,15264,13554,16365,10211,54153,53350,11715,59236,46867
13609,14648,13965,15324,13540,16391,10240,54199,53383,11727,59289,46939
13553,14604,13944,15302,13561,16397,10212,54160,53285,11699,59258,46847
13569,14615,13952,15338,13553,16403,10210,54220,53254,11690,59323,46852
13584,14639,13968,15325,13556,16379,10193,54239,53289,11697,59297,46839
13589,14651,13959,15270,13552,16383,10201,54177,53341,11718,59241,46863
13569,14626,13971,15298,13564,16364,10208,54160,53317,11711,59264,46846
13584,14628,13964,15303,13573,16367,10233,54210,53324,11701,59300,46875
13565,14614,13950,15301,13564,16372,10164,54200,53228,11703,59255,46755
13587,14627,13961,15306,13543,16383,10211,54188,53304,11717,59277,46883
13559,14576,13945,15318,13555,16386,10146,54179,53175,11697,59245,46750
13594,14635,13965,15287,13579,16441,10198,54212,53361,11720,59367,46837
13558,14651,13939,15259,13556,16369,10220,54115,53307,11705,59246,46832
13572,14634,13934,15345,13562,16410,10280,54234,53344,11710,59292,46934
13572,14607,13949,15286,13553,16385,10265,54167,53262,11695,59260,46823
13555,14576,13959,15300,13539,16357,10234,54199,53190,11694,59233,46813
13557,14623,13968,15309,13547,16340,10233,54212,53233,11698,59247,46837
13587,14637,13945,15317,13538,16387,10256,54214,53353,11698,59244,46892
13571,14641,13965,15313,13555,16362,10309,54245,53328,11709,59256,46927
13591,14609,13964,15271,13544,16389,10308,54212,53318,11723,59257,46927
13564,14647,13966,15337,13559,16435,10233,54288,53331,11723,59309,46873
13559,14645,13953,15344,13553,16401,10270,54300,53331,11725,59307,46918
13578,14633,13942,15341,13564,16381,10278,54261,53285,11703,59297,46905
13566,14644,13957,15310,13565,16413,10297,54254,53410,11713,59349,46917
13601,14632,13946,15346,13587,16397,10329,54291,53385,11701,59339,46966
13610,14637,13973,15344,13566,16420,10294,54362,53398,11711,59369,46952
13565,14613,13974,15287,13552,16374,10284,54211,53253,11675,59257,46858
13564,14604,13992,15282,13566,16417,10293,54236,53342,11739,59273,46944
13577,14643,14013,15286,13555,16373,10228,54208,53313,11702,59269,46840
13573,14603,13999,15244,13552,16384,10247,54227,53290,11692,59235,46844
13566,14612,14042,15254,13542,16443,10226,54197,53340,11709,59312,46815
13567,14614,13992,15265,13553,16355,10240,54149,53265,11708,59255,46836
13551,14617,13971,15266,13569,16375,10209,54119,53275,11668,59241,46766
13550,14598,13962,15267,13550,16347,10212,54128,53190,11708,59184,46814
13566,14593,13960,15279,13533,16325,10200,54077,53233,11669,59148,46762
13559,14572,13964,15291,13558,16361,10207,54160,53231,11680,59227,46795
13569,14625,13953,15284,13564,16406,10255,54156,53355,11671,59310,46828
13549,14628,13998,15253,13549,16390,10208,54145,53276,11676,59221,46795
13544,14597,13998,15248,13525,16368,10229,54145,53213,11681,59162,46794
13543,14603,14029,15232,13574,16371,10199,54148,53220,11679,59241,46723
13558,14597,13983,15278,13512,16375,10246,54105,53215,11690,59186,46845
13591,14612,13990,15254,13515,16343,10222,54123,53271,11687,59202,46789
13566,14607,13994,15262,13535,16361,10240,54145,53235,11695,59200,46810
13573,14623,13997,15259,13557,16402,10220,54198,53294,11703,59310,46812
13554,14578,14005,15264,13561,16385,10181,54175,53229,11695,59255,46766
13588,14638,13990,15287,13560,16374,10214,54207,53303,11693,59293,46829
13561,14637,14016,15252,13545,16368,10192,54168,53255,11665,59265,46777
13560,14664,13985,15292,13568,16396,10224,54215,53349,11702,59293,46862
13575,14618,13982,15254,13544,16412,10215,54153,53331,11688,59244,46837
13567,14667,14004,15300,13562,16381,10237,54201,53364,11702,59306,46892
13552,14611,13975,15242,13553,16384,10188,54132,53218,11694,59238,46756
13542,14606,13982,15291,13555,16416,10219,54196,53252,11681,59287,46805
13563,14606,13990,15300,13533,16336,10225,54224,53235,11707,59230,46853
13548,14656,13998,15324,13542,16382,10261,54287,53306,11721,59249,46967
13579,14588,14002,15252,13547,16388,10207,54154,53275,11712,59242,46866
13577,14634,14024,15332,13563,16362,10223,54255,53321,11703,59271,46874
13558,14612,14025,15285,13558,16379,10168,54210,53280,11690,59249,46808
13554,14604,14004,15324,13546,16372,10192,54220,53219,11686,59265,46810
13553,14592,14041,15301,13531,16357,10219,54228,53246,11703,59220,46872
13590,14639,14064,15293,13540,16393,10198,54263,53348,11674,59308,46809
13552,14625,14020,15274,13555,16358,10193,54178,53250,11681,59219,46791
13570,14642,14067,15282,13550,16365,10196,54248,53349,11702,59276,46805
13522,14640,14062,15307,13547,16359,10180,54258,53218,11700,59224,46776
13544,14642,14058,15284,13567,16383,10170,54225,53261,11685,59270,46727
13554,14632,14051,15286,13532,16379,10155,54188,53197,11680,59246,46734
13561,14628,14073,15316,13526,16416,10134,54309,53251,11699,59254,46753
13559,14598,14065,15288,13536,16377,10198,54229,53253,11685,59186,46767
13564,14608,14113,15329,13562,16349,10198,54323,53261,11669,59282,46785
13566,14606,14053,15328,13559,16357,10139,54231,53208,11672,59266,46700
13570,14555,14091,15318,13532,16356,10179,54301,53178,11686,59215,46729
13541,14574,14071,15265,13511,16332,10172,54155,53172,11685,59126,46722
13545,14587,14067,15279,13538,16357,10210,54210,53204,11677,59174,46779
13541,14612,14086,15242,13534,16387,10150,54166,53203,11693,59213,46715
13544,14638,14083,15315,13537,16389,10207,54260,53276,11675,59227,46783
13551,14651,14104,15257,13534,16339,10169,54229,53216,11673,59188,46704
13549,14623,14081,15318,13534,16362,10202,54254,53238,11686,59223,46791
13544,14600,14094,15308,13541,16419,10208,54311,53214,11686,59294,46786
13551,14599,14099,15247,13541,16440,10176,54297,53240,11702,59286,46767
13551,14639,14104,15321,13535,16374,10227,54312,53306,11677,59287,46809
13584,14585,14089,15293,13550,16365,10230,54228,53291,11685,59260,46826
13535,14637,14075,15263,13559,16377,10202,54200,53265,11681,59217,46752
13566,14581,14084,15270,13548,16373,10207,54220,53248,11690,59230,46788
13554,14562,14074,15308,13557,16368,10207,54267,53204,11684,59268,46798
13551,14625,14094,15316,13568,16359,10199,54289,53251,11689,59268,46825
13545,14639,14049,15324,13542,16372,10196,54232,53277,11698,59234,46823
13560,14640,14058,15305,13548,16391,10247,54245,53314,11687,59317,46831
13553,14592,14047,15241,13535,16363,10200,54176,53206,11672,59215,46706
13557,14613,14057,15305,13548,16369,10227,54271,53244,11693,59264,46849
13570,14612,14025,15268,13538,16362,10199,54156,53261,11686,59242,46795
13569,14598,14037,15255,13553,16398,10248,54196,53273,11690,59246,46812
13573,14596,14038,15283,13558,16349,10235,54206,53251,11697,59211,46847
13552,14634,14011,15278,13551,16397,10184,54207,53251,11725,59277,46803
13524,14611,14041,15306,13554,16352,10226,54258,53214,11700,59195,46821
13542,14625,14011,15305,13548,16364,10188,54194,53262,11699,59257,46802
13519,14663,14041,15286,13551,16357,10195,54269,53242,11709,59209,46798
13568,14608,14014,15279,13543,16365,10241,54191,53263,11724,59230,46884
13578,14652,14063,15257,13544,16373,10249,54224,53317,11727,59278,46882
13548,14646,14007,15304,13561,16401,10279,54244,53336,11726,59293,46927
13546,14585,14007,15281,13537,16351,10217,54192,53186,11708,59199,46833
13547,14584,14041,15343,13542,16339,10240,54259,53203,11718,59194,46938
13534,14594,14055,15334,13560,16355,10255,54338,53197,11722,59249,46943
13562,14643,14054,15292,13560,16354,10272,54250,53316,11737,59260,46999
13553,14616,14035,15325,13544,16380,10244,54292,53254,11755,59264,46967
13547,14603,14065,15335,13548,16405,10260,54327,53253,11735,59310,46977
13557,14605,14053,15342,13545,16443,10218,54362,53223,11733,59333,46934
13541,14604,14042,15301,13568,16363,10249,54295,53202,11721,59244,46960
13540,14605,14046,15319,13562,16396,10265,54296,53218,11724,59259,46979
13546,14639,14079,15355,13569,16412,10282,54395,53333,11750,59347,47020
13561,14655,14044,15370,13558,16371,10253,54361,53304,11751,59314,46969
13546,14611,14078,15331,13565,16356,10288,54379,53228,11739,59260,47023
13539,14551,14034,15313,13567,16361,10268,54284,53156,11751,59197,46977
13547,14594,14078,15356,13560,16391,10238,54386,53233,11757,59310,46967
13555,14588,14051,15326,13530,16364,10221,54294,53188,11767,59197,46980
13559,14604,14040,15354,13589,16372,10247,54389,53263,11757,59283,46997
13549,14615,14051,15307,13549,16387,10210,54294,53242,11761,59240,46945
13575,14653,14071,15364,13564,16376,10278,54393,53333,11769,59304,47072
13529,14565,14052,15338,13543,16390,10232,54349,53160,11748,59233,46966
13542,14611,14092,15367,13548,16388,10222,54437,53183,11762,59281,46996
13548,14584,14075,15358,13582,16361,10269,54427,53192,11764,59280,47046
13542,14579,14034,15344,13548,16363,10284,54306,53259,11739,59231,47026
13544,14620,14069,15356,13552,16354,10257,54384,53210,11770,59247,47021
13551,14643,14099,15314,13563,16401,10267,54369,53277,11767,59297,47034
13537,14573,14069,15339,13559,16349,10229,54328,53195,11736,59209,46971
13551,14614,14080,15380,13567,16365,10217,54403,53200,11738,59295,46978
13539,14592,14072,15312,13566,16354,10210,54341,53157,11754,59208,46942
13559,14583,14093,15338,13571,16399,10250,54385,53250,11741,59282,47000
13532,14639,14068,15369,13569,16349,10238,54372,53247,11723,59244,46966
13544,14614,14101,15320,13543,16354,10259,54357,53241,11743,59217,47021
13514,14616,14042,15315,13553,16385,10219,54295,53162,11723,59247,46919
13540,14565,14049,15359,13568,16378,10252,54339,53170,11705,59241,46961
13553,14621,14063,15311,13568,16352,10267,54289,53252,11722,59259,46965
13556,14604,14085,15366,13554,16378,10291,54404,53262,11725,59256,47022
13541,14613,14070,15348,13556,16378,10235,54378,53230,11734,59258,46975
13525,14637,14117,15388,13591,16378,10273,54475,53270,11740,59328,47027
13544,14605,14039,15334,13559,16332,10336,54285,53276,11721,59264,47047
13529,14629,14046,15316,13573,16378,10209,54272,53241,11739,59224,46940
13579,14602,14066,15345,13534,16372,10223,54355,53247,11765,59277,46997
13560,14590,14083,15364,13565,16376,10275,54388,53274,11749,59272,47048
13547,14582,14058,15327,13547,16360,10260,54258,53218,11732,59213,47001
13558,14627,14071,15329,13572,16400,10263,54341,53301,11727,59296,47000
13554,14574,14070,15319,13556,16365,10245,54301,53241,11733,59236,46983
13553,14636,14069,15351,13568,16375,10376,54355,53393,11743,59310,47140
13552,14639,14072,15336,13574,16392,10265,54362,53304,11743,59325,47003
13579,14659,14077,15324,13570,16367,10282,54331,53356,11747,59279,47045
13561,14651,14044,15331,13569,16389,10262,54306,53326,11740,59296,46995
13554,14660,14075,15339,13547,16426,10259,54352,53336,11782,59344,47059
13547,14597,14047,15299,13542,16418,10196,54256,53237,11758,59265,46923
13534,14626,14058,15349,13570,16353,10257,54344,53280,11771,59278,47025
13556,14611,14057,15288,13558,16370,10229,54293,53235,11765,59237,46964
13541,14630,14044,15305,13556,16395,10225,54280,53291,11801,59274,47031
13563,14612,14054,15271,13558,16371,10187,54226,53265,11759,59285,46881
13570,14669,14030,15265,13536,16374,10216,54198,53349,11768,59267,46955
13551,14577,14024,15275,13560,16348,10201,54229,53220,11746,59190,46867
13560,14579,14020,15269,13528,16367,10212,54189,53205,11745,59217,46889
13566,14569,14014,15238,13550,16347,10235,54152,53220,11742,59160,46867
13587,14592,14017,15266,13534,16361,10209,54153,53252,11729,59234,46871
13551,14651,14007,15284,13543,16338,10199,54183,53279,11735,59169,46883
13565,14624,14026,15278,13555,16384,10204,54189,53314,11737,59251,46890
13571,14580,14030,15255,13569,16381,10152,54191,53228,11717,59278,46775
13583,14609,14033,15337,13538,16404,10167,54273,53261,11740,59339,46827
13540,14615,14022,15259,13558,16390,10180,54153,53224,11688,59264,46779
13577,14603,14019,15301,13550,16401,10192,54239,53305,11696,59281,46831
13580,14609,14043,15313,13544,16385,10241,54317,53271,11686,59254,46875
13558,14613,14034,15294,13561,16343,10193,54257,53242,11699,59258,46815
13571,14575,14079,15268,13543,16366,10165,54232,53221,11698,59266,46756
13536,14569,14103,15301,13521,16386,10169,54277,53167,11681,59245,46734
13523,14595,14031,15262,13562,16316,10174,54164,53155,11680,59147,46756
13583,14627,14056,15303,13551,16379,10195,54234,53354,11707,59281,46816
13565,14621,14076,15285,13543,16350,10188,54229,53272,11701,59229,46828
13582,14632,14061,15311,13542,16366,10198,54250,53322,11689,59223,46827
13543,14639,14083,15210,13535,16336,10177,54146,53231,11681,59168,46713
13539,14579,14079,15262,13537,16369,10143,54218,53146,11676,59214,46660
13545,14588,14094,15258,13535,16361,10180,54214,53183,11669,59184,46714
13546,14579,14051,15294,13531,16332,10192,54168,53207,11677,59160,46759
13553,14606,14043,15200,13547,16338,10160,54049,53211,11645,59181,46652
13553,14616,14069,15274,13524,16329,10151,54160,53206,11669,59179,46707
13543,14584,14043,15268,13521,16372,10183,54195,53136,11693,59190,46739
13535,14623,14057,15326,13528,16372,10197,54290,53204,11690,59213,46819
13554,14600,14071,15278,13520,16367,10184,54211,53216,11672,59202,46764
13560,14644,14083,15311,13531,16387,10185,54245,53292,11668,59252,46783
13538,14612,14045,15282,13552,16326,10180,54183,53221,11677,59189,46744
13541,14597,14062,15281,13557,16400,10176,54237,53210,11677,59281,46762
13555,14570,14086,15230,13541,16374,10207,54184,53193,11675,59206,46746
13544,14638,14063,15327,13544,16409,10150,54337,53249,11698,59323,46773
13568,14600,14050,15282,13560,16351,10163,54232,53214,11683,59230,46757
13547,14638,14033,15319,13594,16387,10226,54321,53343,11698,59318,46860
13558,14608,14042,15242,13541,16359,10181,54161,53230,11687,59171,46770
13567,14622,14025,15265,13553,16351,10204,54148,53296,11697,59219,46825
13528,14585,14012,15237,13522,16377,10130,54110,53153,11676,59171,46672
13539,14572,14046,15280,13517,16389,10154,54197,53190,11702,59214,46754
13543,14603,14026,15260,13522,16352,10169,54133,53224,11671,59163,46696
13533,14620,14016,15240,13537,16377,10201,54143,53220,11661,59226,46725
13562,14591,14032,15290,13557,16347,10179,54159,53253,11683,59216,46759
13556,14639,14032,15283,13551,16408,10179,54173,53317,11684,59246,46778
13556,14600,14018,15215,13538,16328,10159,54083,53199,11666,59169,46685
13557,14593,14011,15264,13517,16352,10154,54158,53193,11691,59209,46712
13531,14580,14013,15283,13533,16371,10191,54134,53214,11682,59190,46764
13556,14583,14018,15290,13532,16420,10198,54250,53211,11699,59270,46771
13543,14622,14006,15251,13534,16382,10209,54129,53255,11678,59218,46725
13556,14619,14025,15284,13555,16341,10219,54222,53237,11697,59202,46778
13534,14597,14005,15222,13529,16404,10169,54139,53191,11669,59182,46666
13541,14572,14058,15286,13532,16327,10169,54202,53171,11689,59172,46726
13545,14585,14039,15330,13528,16356,10172,54256,53177,11674,59220,46716
13579,14579,14053,15249,13535,16341,10213,54197,53234,11693,59147,46793
13537,14599,14057,15303,13529,16362,10278,54252,53282,11695,59191,46859
13553,14633,14054,15300,13540,16362,10216,54262,53308,11704,59211,46835
13544,14558,14049,15301,13528,16356,10153,54250,53151,11680,59147,46718
13534,14560,14056,15322,13530,16343,10181,54306,53123,11710,59184,46815
13533,14612,14085,15270,13539,16305,10208,54298,53168,11714,59151,46805
13530,14609,14058,15334,13559,16358,10214,54341,53230,11740,59206,46854
13559,14591,14076,15291,13539,16379,10237,54345,53219,11735,59211,46876
13508,14618,14078,15338,13543,16374,10179,54382,53171,11730,59191,46853
13536,14627,14054,15327,13544,16346,10199,54339,53207,11731,59211,46857
13543,14611,14088,15309,13542,16374,10213,54386,53205,11711,59205,46870
13537,14598,14088,15342,13536,16348,10208,54401,53161,11714,59181,46850
13531,14616,14089,15380,13536,16329,10208,54378,53213,11718,59203,46883
13531,14597,14059,15344,13566,16394,10192,54396,53191,11739,59273,46865
13557,14662,14097,15317,13536,16388,10238,54357,53330,11709,59255,46908
13541,14617,14051,15340,13543,16354,10247,54360,53218,11702,59234,46885
13527,14613,14055,15313,13550,16392,10192,54342,53218,11755,59236,46896
