taxels_left_up,taxels_left_down,taxels_right_up,taxels_right_down,taxels_up_left,taxels_up_right,taxels_down_left,taxels_down_right,taxels_left_pressure,taxels_right_pressure,taxels_up_pressure,taxels_down_pressure
13425,14422,13768,15130,13453,16249,9994,53537,52631,11631,58741,46273
13391,14388,13780,15139,13412,16267,9978,53543,52510,11678,58717,46236
13397,14421,13765,15058,13390,16236,10041,53452,52529,11701,58682,46259
13390,14385,13738,15134,13386,16218,9998,53506,52486,11699,58602,46249
13392,14411,13757,15171,13428,16215,10049,53576,52564,11728,58653,46329
13411,14399,13738,15136,13417,16226,10052,53545,52580,11696,58643,46256
13400,14418,13755,15182,13415,16236,10031,53568,52573,11665,58675,46256
13398,14394,13729,15160,13413,16244,9996,53519,52526,11687,58648,46256
13393,14377,13752,15176,13413,16237,9995,53571,52484,11679,58652,46265
13380,14387,13708,15176,13420,16218,9999,53512,52456,11693,58621,46258
13408,14430,13744,15162,13450,16274,10063,53616,52633,11725,58732,46391
13401,14394,13722,15162,13430,16237,10064,53535,52563,11717,58680,46380
13401,14447,13726,15217,13428,16280,10043,53631,52595,11661,58738,46341
13396,14396,13740,15160,13427,16283,10067,53621,52523,11706,58690,46385
13366,14444,13721,15175,13401,16236,10040,53580,52511,11691,58649,46292
13371,14400,13738,15149,13427,16223,10041,53566,52509,11691,58641,46328
13388,14389,13725,15164,13418,16282,10067,53570,52509,11690,58693,46358
13424,14419,13725,15198,13436,16240,10060,53635,52605,11681,58730,46350
13407,14451,13757,15197,13417,16294,10078,53682,52662,11718,58753,46437
13390,14427,13755,15198,13423,16256,10060,53643,52581,11702,58687,46360
13401,14431,13725,15180,13428,16199,10080,53595,52555,11719,58650,46392
13393,14394,13748,15155,13408,16263,10045,53555,52535,11664,58662,46273
13397,14425,13729,15175,13414,16229,10058,53554,52552,11669,58665,46268
13420,14419,13770,15177,13420,16237,10049,53653,52557,11658,58704,46269
13416,14412,13755,15153,13403,16287,10050,53569,52606,11703,58708,46306
13407,14393,13744,15064,13409,16277,10021,53451,52543,11697,58717,46190
13405,14403,13773,15133,13408,16239,9984,53541,52523,11710,58697,46219
13409,14404,13757,15095,13393,16215,9996,53446,52527,11694,58646,46195
13418,14427,13760,15069,13389,16214,10028,53454,52628,11721,58610,46271
13408,14423,13775,15071,13410,16219,9962,53458,52571,11709,58631,46193
13407,14388,13786,15055,13396,16252,9985,53446,52572,11663,58660,46177
13385,14413,13790,15092,13382,16234,9947,53458,52482,11571,58599,46101
13389,14410,13778,15100,13396,16224,9951,53482,52511,11567,58636,46119
13391,14415,13775,15040,13389,16211,9915,53389,52494,11552,58622,46069
13409,14428,13789,15036,13393,16251,9931,53388,52577,11564,58649,46123
13414,14390,13801,15044,13394,16224,9958,53427,52549,11581,58625,46151
13392,14374,13751,15038,13404,16210,9954,53348,52536,11566,58619,46103
13394,14421,13790,15057,13410,16264,9934,53442,52556,11559,58710,46098
13398,14384,13804,15128,13415,16235,9970,53544,52538,11597,58678,46218
13409,14398,13815,15132,13416,16216,9964,53560,52572,11577,58674,46167
13434,14408,13829,15107,13412,16256,9950,53576,52579,11606,58713,46187
13412,14455,13801,15114,13429,16209,9980,53579,52646,11614,58714,46161
13400,14415,13825,15131,13435,16250,9955,53616,52582,11609,58749,46148
13408,14397,13825,15109,13423,16220,9923,53589,52525,11587,58688,46071
13395,14393,13835,15083,13429,16232,9926,53583,52529,11588,58716,46049
13418,14442,13816,15153,13419,16306,9905,53651,52593,11608,58833,46086
13434,14415,13848,15075,13423,16257,9965,53586,52635,11611,58751,46155
13418,14408,13841,15073,13394,16255,9947,53524,52594,11591,58692,46138
13434,14402,13830,15076,13394,16278,9935,53544,52570,11610,58690,46188
13412,14425,13856,15109,13408,16244,9927,53573,52589,11601,58757,46169
13405,14407,13856,15068,13429,16271,9920,53589,52548,11597,58763,46150
13395,14414,13834,15102,13398,16205,9931,53521,52524,11591,58660,46176
13402,14407,13813,15111,13419,16214,9967,53537,52534,11582,58690,46220
13408,14400,13832,15092,13417,16238,9958,53533,52566,11586,58696,46224
13409,14378,13835,15075,13382,16228,9954,53527,52515,11587,58615,46227
13408,14364,13842,15069,13405,16234,9906,53505,52469,11587,58631,46167
13400,14366,13829,15047,13395,16240,9931,53485,52451,11588,58653,46162
13411,14366,13827,15029,13390,16212,9905,53437,52456,11605,58636,46145
13430,14426,13832,15134,13402,16252,9983,53635,52620,11599,58692,46308
13406,14444,13842,15092,13413,16243,9936,53554,52593,11593,58742,46222
13426,14411,13875,15089,13408,16261,9971,53587,52633,11597,58745,46239
13406,14393,13889,15073,13402,16233,9934,53599,52512,11605,58734,46198
13419,14386,13889,15110,13389,16255,9941,53593,52568,11596,58719,46236
13399,14398,13865,15070,13406,16220,9935,53531,52513,11580,58710,46151
13397,14421,13848,15089,13400,16202,9944,53548,52557,11583,58660,46181
13394,14397,13885,15014,13389,16235,9959,53488,52548,11578,58696,46155
13415,14394,13889,14989,13414,16198,9914,53471,52511,11581,58687,46121
13400,14388,13863,15060,13399,16207,9939,53525,52516,11586,58692,46127
13376,14385,13858,15112,13418,16220,9930,53579,52481,11580,58712,46109
13408,14390,13887,15070,13400,16237,9929,53544,52531,11596,58722,46118
13411,14401,13892,15059,13391,16238,9914,53514,52542,11579,58693,46132
13417,14367,13878,15019,13385,16214,9940,53429,52518,11574,58654,46118
13391,14389,13859,15045,13412,16247,9925,53496,52505,11593,58682,46128
13397,14376,13865,15044,13381,16219,9897,53468,52463,11567,58632,46024
13407,14379,13892,15048,13392,16218,9929,53510,52513,11565,58660,46095
13403,14361,13879,15057,13381,16207,9917,53494,52458,11584,58641,46102
13396,14350,13895,14990,13397,16194,9939,53437,52450,11574,58613,46100
13388,14378,13888,15115,13401,16248,9926,53576,52491,11589,58713,46115
13405,14374,13900,15050,13396,16234,9936,53493,52532,11586,58709,46075
13403,14374,13900,15041,13374,16188,9938,53503,52475,11572,58611,46102
13387,14392,13906,15053,13379,16217,9936,53551,52477,11586,58642,46107
13406,14394,13912,15054,13384,16210,9898,53537,52473,11564,58692,46015
13399,14389,13909,15036,13390,16249,9923,53538,52532,11567,58692,46092
13400,14377,13920,15042,13377,16220,9939,53552,52511,11585,58682,46110
13395,14387,13905,15106,13402,16211,9924,53608,52458,11618,58708,46189
13392,14410,13869,15094,13393,16225,9940,53523,52520,11570,58657,46139
13378,14338,13868,15104,13390,16223,9898,53533,52370,11561,58663,46018
13397,14362,13879,15034,13379,16227,9915,53521,52446,11569,58617,46106
13400,14408,13895,15061,13421,16280,9932,53577,52542,11573,58747,46100
13392,14378,13881,15070,13387,16245,9935,53544,52504,11576,58689,46128
13396,14373,13906,15075,13387,16231,9933,53577,52475,11576,58674,46132
13396,14369,13875,15040,13392,16221,9926,53509,52447,11580,58660,46082
13396,14360,13878,15143,13396,16259,9938,53628,52483,11572,58738,46121
13401,14396,13921,15096,13389,16218,9922,53605,52493,11579,58689,46168
13389,14386,13884,15053,13398,16232,9930,53507,52515,11592,58685,46106
13401,14406,13882,15053,13391,16235,9934,53507,52546,11578,58725,46098
13388,14388,13899,15089,13396,16258,9935,53584,52468,11563,58739,46112
13398,14377,13879,15020,13389,16190,9913,53455,52433,11556,58649,46051
13380,14395,13874,15078,13398,16257,9929,53577,52473,11570,58750,46087
13402,14387,13897,15076,13390,16205,9911,53547,52475,11570,58689,46066
13385,14383,13884,15052,13397,16259,9942,53508,52523,11559,58703,46130
13403,14394,13886,15081,13396,16212,9923,53553,52512,11573,58675,46125
13403,14387,13876,15078,13389,16240,9938,53535,52510,11568,58683,46108
13404,14380,13883,15041,13374,16236,9949,53516,52485,11561,58710,46118
13390,14374,13888,15078,13391,16236,9913,53555,52460,11574,58671,46093
13383,14363,13887,15064,13378,16233,9906,53542,52433,11565,58675,46058
13415,14387,13878,15057,13380,16217,9925,53495,52500,11575,58659,46106
13394,14389,13884,15059,13385,16217,9934,53513,52487,11564,58673,46120
13395,14400,13864,15147,13400,16258,9926,53640,52540,11584,58724,46161
13410,14402,13856,15026,13395,16230,9932,53447,52538,11578,58671,46128
13405,14347,13882,15021,13393,16226,9915,53476,52473,11555,58680,46043
13384,14359,13860,15075,13409,16196,9944,53520,52432,11557,58673,46068
13409,14427,13889,15075,13390,16247,9923,53593,52545,11588,58713,46169
13412,14388,13872,15086,13394,16225,9988,53586,52521,11559,58707,46132
13424,14431,13907,15091,13412,16256,9952,53593,52619,11585,58758,46196
13413,14390,13895,15102,13380,16209,9920,53566,52517,11586,58633,46161
13410,14361,13877,15019,13372,16217,9913,53430,52496,11572,58628,46077
13383,14369,13870,15050,13410,16205,9934,53490,52452,11553,58624,46070
13384,14398,13894,15057,13401,16274,9916,53591,52489,11565,58757,46065
13412,14401,13921,15068,13396,16212,9916,53559,52550,11553,58674,46075
13404,14378,13896,15073,13399,16222,9919,53541,52522,11561,58692,46075
13396,14372,13871,15046,13378,16226,9890,53467,52442,11555,58630,45996
13392,14393,13864,15027,13379,16230,9895,53459,52492,11569,58668,46003
13379,14371,13858,15047,13363,16175,9926,53404,52445,11535,58575,45993
13382,14393,13893,15030,13375,16190,9906,53447,52472,11550,58603,46032
13404,14398,13885,15011,13375,16229,9916,53481,52503,11568,58676,46040
13423,14400,13915,15116,13382,16254,9929,53616,52548,11562,58775,46093
13399,14388,13904,15030,13388,16219,9923,53479,52501,11560,58668,46046
13391,14370,13911,15062,13379,16226,9928,53544,52465,11552,58668,46068
13376,14372,13897,15054,13395,16206,9900,53506,52440,11557,58651,46041
13396,14425,13913,15090,13381,16225,9927,53554,52536,11551,58701,46046
13412,14367,13923,15024,13374,16202,9956,53512,52482,11550,58622,46063
13400,14401,13928,15091,13375,16240,9934,53567,52540,11547,58702,46039
13376,14381,13902,15056,13371,16234,9948,53506,52489,11548,58682,46050
13390,14391,13911,15109,13392,16189,9911,53570,52491,11557,58659,46054
13381,14369,13899,15037,13375,16251,9908,53480,52454,11545,58669,46036
13395,14401,13926,15003,13388,16270,9923,53519,52523,11543,58698,46011
13391,14418,13913,15064,13404,16237,9927,53539,52559,11541,58754,46050
13399,14382,13905,15090,13394,16270,9909,53557,52507,11544,58755,46042
13400,14386,13905,15037,13395,16218,9914,53514,52477,11544,58670,46020
13394,14386,13924,15054,13405,16238,9960,53589,52493,11540,58706,46091
13415,14374,13908,15038,13412,16249,9923,53521,52534,11528,58708,46040
13401,14382,13918,15082,13409,16221,9926,53569,52499,11536,58702,46079
13390,14404,13883,15037,13398,16200,9944,53482,52505,11555,58614,46053
13397,14409,13865,15066,13414,16211,9956,53470,52568,11554,58681,46097
13379,14382,13893,15027,13407,16206,9930,53482,52454,11537,58659,46026
13393,14399,13876,15092,13414,16215,9941,53526,52508,11561,58690,46107
13398,14419,13867,15024,13431,16208,9958,53455,52515,11549,58664,46094
13406,14419,13849,15073,13425,16239,9943,53525,52526,11564,58727,46054
13407,14393,13886,15080,13409,16266,9979,53556,52548,11581,58736,46171
13394,14394,13878,15057,13423,16224,9980,53503,52528,11559,58684,46116
13400,14393,13859,15035,13429,16235,9943,53466,52463,11540,58695,46056
13386,14360,13859,15003,13440,16242,9974,53430,52459,11540,58693,46019
13406,14394,13868,15051,13443,16216,9971,53511,52491,11550,58705,46103
13403,14419,13862,15094,13457,16267,9960,53590,52569,11554,58785,46094
13389,14399,13857,15089,13449,16224,9983,53530,52526,11554,58726,46080
13395,14397,13873,14996,13436,16226,9970,53460,52498,11562,58673,46101
13400,14423,13874,15013,13438,16249,9963,53448,52515,11532,58736,46057
13382,14374,13871,15069,13441,16218,9942,53515,52469,11555,58697,46039
13396,14375,13870,15033,13441,16215,9945,53454,52446,11533,58681,46041
13398,14437,13872,15098,13469,16268,9950,53566,52590,11568,58786,46151
13397,14380,13884,15019,13456,16277,9962,53518,52514,11552,58761,46113
13406,14397,13898,15071,13475,16274,9987,53597,52561,11560,58828,46148
13409,14377,13891,15018,13476,16254,9981,53507,52515,11537,58801,46088
13391,14394,13864,15088,13467,16212,10009,53553,52520,11545,58744,46126
13392,14366,13880,15044,13471,16258,9951,53523,52464,11545,58759,46056
13433,14401,13897,15083,13464,16269,9982,53642,52600,11579,58787,46185
13403,14403,13861,15078,13456,16244,9994,53544,52568,11561,58764,46147
13415,14413,13903,15129,13478,16269,9993,53652,52604,11559,58837,46194
13417,14396,13855,15054,13486,16248,9951,53532,52531,11561,58802,46074
13383,14412,13887,15063,13452,16264,9930,53539,52513,11561,58798,46064
13392,14428,13842,15085,13465,16218,9930,53526,52511,11559,58730,46078
13404,14423,13886,15075,13461,16267,9966,53570,52565,11548,58782,46144
13390,14382,13873,15056,13481,16226,9988,53561,52523,11557,58750,46101
13384,14427,13875,15107,13467,16243,9959,53599,52547,11554,58769,46087
13411,14359,13895,15055,13476,16233,9954,53565,52455,11538,58742,46058
13410,14381,13872,15073,13464,16258,9953,53574,52526,11561,58796,46070
13391,14381,13877,15098,13462,16218,9985,53562,52512,11555,58735,46071
13395,14415,13891,15046,13455,16259,9962,53504,52531,11572,58739,46095
13405,14376,13885,15059,13449,16231,9937,53573,52494,11558,58713,46038
13414,14421,13883,15120,13456,16246,9960,53623,52593,11568,58808,46111
13403,14373,13917,15097,13445,16264,9951,53613,52495,11556,58782,46070
13393,14395,13896,15144,13450,16219,9960,53672,52520,11578,58744,46131
13401,14366,13893,15083,13449,16266,9972,53583,52516,11542,58748,46094
13390,14447,13878,15147,13464,16274,9971,53662,52587,11545,58843,46086
13414,14390,13905,15080,13452,16260,10036,53626,52562,11565,58805,46167
13401,14379,13887,15058,13468,16267,9955,53566,52547,11563,58767,46080
13398,14403,13902,15079,13469,16256,9975,53634,52553,11554,58803,46069
13412,14431,13878,15071,13453,16268,9959,53604,52568,11563,58798,46082
13393,14361,13891,15041,13476,16261,9928,53567,52490,11564,58781,46004
13407,14401,13903,15076,13472,16276,9975,53650,52551,11567,58848,46113
13414,14432,13900,15098,13469,16246,9975,53685,52592,11562,58791,46118
13421,14405,13902,15119,13450,16248,9953,53661,52566,11570,58840,46100
13412,14393,13896,15131,13455,16250,9981,53695,52530,11553,58820,46063
13411,14439,13895,15169,13456,16285,9917,53709,52575,11568,58859,46074
13397,14373,13889,15080,13443,16255,9931,53591,52472,11551,58749,46032
13396,14428,13932,15072,13450,16264,9969,53694,52592,11581,58824,46097
13410,14410,13902,15034,13440,16262,9958,53545,52579,11582,58745,46059
13411,14433,13925,15071,13447,16265,9962,53659,52606,11569,58828,46088
13402,14393,13897,15068,13440,16253,9958,53612,52546,11562,58760,46056
13392,14389,13929,15094,13449,16225,9952,53676,52494,11572,58761,46076
13408,14382,13903,15110,13450,16252,9957,53641,52542,11576,58796,46105
13428,14411,13904,15100,13470,16242,9955,53619,52604,11573,58827,46059
13402,14417,13882,15095,13452,16204,9951,53589,52531,11565,58741,46022
13414,14413,13900,15054,13447,16259,9952,53590,52580,11569,58812,46059
13415,14411,13900,15059,13444,16233,9904,53573,52507,11560,58789,45983
13395,14402,13887,15075,13475,16241,9933,53567,52516,11546,58804,46007
13412,14384,13910,15066,13448,16228,9953,53622,52511,11567,58749,46054
13409,14420,13898,15080,13461,16280,9974,53621,52609,11589,58828,46120
13403,14422,13881,15098,13441,16235,9975,53606,52569,11559,58747,46069
13389,14435,13914,15141,13439,16275,9944,53706,52592,11576,58797,46099
13382,14395,13917,15078,13460,16232,9978,53696,52456,11542,58778,46033
13389,14366,13911,15071,13448,16284,9905,53628,52453,11547,58783,45955
13398,14368,13891,15066,13459,16236,9945,53567,52500,11571,58755,46070
13398,14422,13869,15084,13450,16241,9987,53563,52585,11564,58776,46068
13390,14416,13880,15097,13458,16258,9968,53607,52582,11565,58799,46068
13399,14415,13909,15095,13457,16249,9963,53617,52577,11564,58796,46099
13410,14426,13876,15088,13456,16263,9955,53608,52570,11578,58804,46072
13398,14425,13929,15106,13435,16251,9942,53668,52573,11568,58783,46042
13396,14389,13879,15061,13460,16225,9949,53562,52503,11561,58772,46001
13412,14393,13914,15088,13461,16281,9946,53676,52574,11563,58828,46050
13413,14411,13885,15098,13475,16248,9989,53646,52603,11571,58839,46067
13414,14450,13871,15154,13479,16296,9995,53688,52662,11574,58866,46133
13409,14425,13895,15057,13447,16252,9960,53617,52564,11587,58779,46096
13402,14403,13933,15123,13478,16253,9947,53689,52552,11562,58843,46073
13408,14409,13886,15039,13447,16254,9968,53553,52578,11574,58801,46052
13433,14446,13902,15109,13445,16243,9975,53660,52644,11560,58808,46066
13419,14429,13908,15092,13453,16262,9978,53660,52609,11570,58800,46078
13400,14398,13904,15102,13451,16276,9977,53665,52566,11576,58831,46073
13411,14413,13896,15066,13434,16239,9940,53559,52555,11556,58744,46042
13414,14377,13911,15105,13443,16254,9959,53677,52523,11568,58786,46072
13398,14398,13900,15047,13447,16252,9913,53586,52538,11564,58763,46004
13413,14434,13893,15113,13462,16278,9981,53685,52609,11562,58859,46070
13413,14422,13913,15067,13462,16244,10003,53656,52599,11560,58795,46101
13413,14435,13900,15135,13452,16249,9953,53675,52605,11578,58841,46067
13406,14429,13899,15109,13411,16220,9953,53629,52545,11561,58748,46024
13401,14400,13888,15128,13410,16277,9966,53687,52559,11574,58807,46048
13401,14398,13881,15049,13396,16242,9965,53569,52541,11570,58706,45993
13444,14422,13904,15150,13409,16285,9987,53722,52659,11595,58825,46164
13417,14410,13872,15053,13425,16235,9975,53573,52592,11586,58707,46077
13436,14430,13879,15115,13412,16253,10014,53646,52665,11586,58746,46155
13412,14401,13888,15094,13418,16264,9949,53587,52546,11569,58742,46040
13407,14414,13905,15124,13423,16258,9950,53638,52579,11569,58800,46058
13394,14421,13901,15088,13406,16228,9943,53598,52533,11565,58738,46016
13428,14428,13907,15077,13409,16251,9958,53606,52643,11568,58744,46107
13402,14400,13884,15091,13405,16216,9959,53559,52574,11568,58656,46121
13413,14435,13883,15037,13412,16263,9966,53546,52611,11582,58747,46134
13409,14396,13887,15070,13392,16234,9958,53498,52561,11543,58697,46091
13387,14428,13884,15092,13416,16242,9959,53603,52567,11553,58749,46104
13404,14396,13904,15060,13399,16255,9941,53554,52552,11560,58694,46119
13400,14440,13885,15130,13409,16225,9965,53611,52597,11560,58742,46159
13413,14425,13887,15027,13396,16255,9938,53480,52593,11543,58718,46095
13421,14393,13866,15103,13411,16223,9935,53571,52554,11543,58712,46097
13389,14384,13860,15040,13389,16238,9950,53467,52506,11557,58676,46093
